rid,aircraft,airport,model,wildlife_struck,impact,flight_date,damage,airline,origin,flight_phase,remains_collected_flag,Remarks,wildlife_size,sky_conditions,species,pilot_warned_flag,altitude_ft,heavy_flag
203243,Airplane,HESLER-NOBLE FIELD ARPT,LEARJET-31,3,Precautionary Landing,6/28/2000 0:00,Caused damage,BUSINESS,Mississippi,Climb,FALSE,SAW FLOCK OF 15-20 BIRDS IN TIGHT GROUPING. HIT AT LEAST 2. ONE DENTED THE L ENG NACELLE AND WAS INGESTED. SMELL OF BIRD NOTICED. FEATHERS IN ENG. ALSO FEATHERS ON LF MAIN GEAR. GARRETT COMING TO INSPECT DMG.,Medium,No Cloud,Unknown bird - medium,N,100,No
204609,Airplane,CHICAGO O'HARE INTL ARPT,CL-RJ100/200,5,Aborted Take-off,6/29/2000 0:00,No damage,AIR WISCONSIN AIRLINES,Illinois,Take-off run,FALSE,,Small,No Cloud,Unknown bird - small,Y,0,No
201335,Airplane,SOUTHWEST FLORIDA INTL ARPT,C-402,6,Aborted Take-off,6/30/2000 0:00,No damage,CAPE AIR,Florida,Take-off run,FALSE,2 BIRDS HIT LE L WING. RETD TO APROM TO INSPCT A/C. TIME LOST ABOUT 30 MINS.,Small,Some Cloud,Killdeer,Y,0,No
202613,Airplane,PENSACOLA REGIONAL,SHORTS SC7,5,None,7/6/2000 0:00,No damage,UNKNOWN,Florida,Climb,FALSE,PARTS OF 2 SMLG BIRDS FOUND ON RWY.,Small,No Cloud,Unknown bird - small,N,20,No
200807,Airplane,PHILADELPHIA INTL,MD-88,4,None,7/7/2000 0:00,No damage,DELTA AIR LINES,Pennsylvania,Approach,FALSE,,Small,No Cloud,Unknown bird - small,Y,100,No
202419,Airplane,BALTIMORE WASH INTL,B-757-200,6,None,7/7/2000 0:00,No damage,UNITED AIRLINES,Maryland,Climb,FALSE,"CLEANED WINDSHLD. INSPCTD WINDSHLD, FUESLAGE, FLT CONTROL AND ENG.",Small,Some Cloud,Mourning dove,Y,100,Yes
200696,Airplane,SAN FRANCISCO INTL ARPT,B-737-800,3,None,7/10/2000 0:00,No damage,CONTINENTAL AIRLINES,California,Climb,FALSE,"8 ROCK DOVES, NO DMG REPTD.",Small,No Cloud,Rock pigeon,Y,10,Yes
200108,Airplane,WASHINGTON DULLES INTL ARPT,A-319,2,None,7/10/2000 0:00,No damage,UNITED AIRLINES,DC,Landing Roll,FALSE,ATIS WARNING. FLT 1983,Medium,No Cloud,Unknown bird - medium,Y,0,No
203355,Airplane,LAURENCE G HANSCOM,CITATION II,9,None,7/10/2000 0:00,No damage,BUSINESS,Massachusetts,Landing Roll,FALSE,very small brown birds. cost was for inspn.,Small,Some Cloud,Unknown bird - small,N,0,No
202117,Airplane,PANAMA CITY - BAY COUNTY INTL,ATR-72,9,None,7/11/2000 0:00,No damage,ATLANTIC SOUTHEAST,Florida,Landing Roll,FALSE,,Small,Some Cloud,Mourning dove,Y,0,No
202204,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,B-737-300,3,None,7/12/2000 0:00,No damage,SOUTHWEST AIRLINES,Alabama,Landing Roll,FALSE,FLT 2020,Medium,Some Cloud,Unknown bird - medium,Y,0,Yes
205917,Airplane,PANAMA CITY - BAY COUNTY INTL,ATR-72,6,None,7/15/2000 0:00,No damage,ATLANTIC SOUTHEAST,Florida,Landing Roll,FALSE,,Small,No Cloud,Mourning dove,Y,0,No
204602,Airplane,SUVA FIJI,A-320,5,None,7/16/2000 0:00,No damage,TRANSMERIDIAN AIRLINES,N/A,Approach,FALSE,SEVERAL HITS ON ENG AND LE OF WING BETWEEN FUSELAGE AND ENG.,Small,No Cloud,Unknown bird - small,N,100,No
205350,Airplane,OXNARD ARPT,C-172,4,None,7/17/2000 0:00,No damage,PRIVATELY OWNED,California,Approach,FALSE,BIRD PICKED UP FROM RWY IMMED AFTER STRIKE. A/C TAXIED BACK FOR T/O AND DEPTD.,Small,No Cloud,Unknown bird - small,N,100,No
203335,Airplane,PORTLAND INTL (OR),B-737-500,7,None,7/18/2000 0:00,No damage,UNITED AIRLINES,Oregon,Landing Roll,FALSE,"UNABLE TO TELL IF 1 OR 2 CROWS WERE INGESTED. 30 MIN DELAY FOR OUTBOUND FLT. N# NOT CORRECT. (DATA ENTRY NOTE: S GORDON SAID N# IS WHAT THEY GOT FROM AIRLINE., AIRLINE PROVIDED CORRECT REG 10/17/00) ENG WAS BORESCOPED. BIRD WENT THRU PRIMARY AIRSTREAM. NO",Medium,Overcast,American crow,Y,0,Yes
204308,Airplane,MORRISTOWN MUNICIPAL ARPT,DA-20 FALCON,3,None,7/19/2000 0:00,No damage,BUSINESS,New Jersey,Take-off run,FALSE,,Small,Some Cloud,European starling,Y,0,No
200758,Airplane,LOUISVILLE INTL ARPT,B-737-200,2,None,7/20/2000 0:00,No damage,US AIRWAYS*,Kentucky,Climb,FALSE,BLOOD/FEATHERS ON L TOP OF RADOME AND L INBD KRUGER FLAP. PILOT REPTD A FLOCK OF ABOUT 30 BIRDS CROSSING RWY. STANDING NOTAM FOR BIRDS,Medium,No Cloud,Unknown bird - medium,N,20,Yes
204677,Airplane,LOUISVILLE INTL ARPT,B-737-200,4,None,7/21/2000 0:00,No damage,US AIRWAYS*,Kentucky,Landing Roll,FALSE,NOTAM WARNING ONLY.FLT 937. REPTS DIFFERE ON PARTS STRUCK. I COMBINED THEM.,Small,Overcast,Mourning dove,N,0,Yes
205312,Airplane,DALLAS/FORT WORTH INTL ARPT,SAAB-340,4,Aborted Take-off,7/21/2000 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Take-off run,FALSE,"HIT 1 OR 2. TAXIED BACK TO RAMP, INSPCTD, AND DEPTD.",Small,Some Cloud,Western meadowlark,N,0,No
206984,Airplane,PANAMA CITY - BAY COUNTY INTL,ATR-72,6,None,7/22/2000 0:00,No damage,ATLANTIC SOUTHEAST,Florida,Take-off run,FALSE,FLT 319,Small,Some Cloud,Mourning dove,Y,0,No
203849,Airplane,TRENTON MERCER ARPT,BE-400 BJET,8,None,7/22/2000 0:00,No damage,BUSINESS,New Jersey,Climb,FALSE,SAW 2 BIRDS. HEARD 1 HIT RADOME AND SAW IT GLANCE OFF TO RT. DIDNOT HEAR 2ND BIRD HIT.,Small,No Cloud,European starling,Y,350,No
203187,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,CL-RJ100/200,8,None,7/23/2000 0:00,No damage,COMAIR AIRLINES,Kentucky,Take-off run,FALSE,BIRD HIT RHS NOSE. ARFF RECOVERED 2 BIRDS FROM RWY AT 1700.,Small,No Cloud,Eastern meadowlark,Y,0,No
205741,Airplane,PORTLAND INTL (OR),C-402,7,None,7/24/2000 0:00,No damage,AMERIFLIGHT,Oregon,Approach,FALSE,PILOT REPTD FLYING THRU A FLOCK OF 100 STARLINGS JUST OUTSIDE THE AIRFIELD. EVIDENCE OF 3 STRIKES TO FUSELAGE AND WING.,Small,No Cloud,European starling,Y,200,No
203630,Airplane,PANAMA CITY - BAY COUNTY INTL,SAAB-340,9,None,7/28/2000 0:00,No damage,PINNACLE,Florida,Climb,FALSE,FLT 5882,Small,Some Cloud,Mourning dove,N,50,No
203455,Airplane,TETERBORO AIRPORT,DA-2000,5,None,7/28/2000 0:00,No damage,BUSINESS,New Jersey,Take-off run,FALSE,PILOT REPTD STRIKE AND CONTD FLT.,Small,Overcast,European starling,N,0,No
202567,Airplane,SANFORD REGIONAL ARPT,HAWKER-SDLY HS125,4,None,7/28/2000 0:00,No damage,BUSINESS,Maine,Approach,FALSE,FLOCK OF SML BIRDS CROSSED RWY PRIOT TO T/D.,Small,Some Cloud,Unknown bird - small,N,50,No
202382,Airplane,PANAMA CITY - BAY COUNTY INTL,C-560,8,None,7/30/2000 0:00,No damage,BUSINESS,Florida,Landing Roll,FALSE,,Small,Some Cloud,Mourning dove,N,0,No
200793,Airplane,NEWARK LIBERTY INTL ARPT,A-300,9,None,8/4/2000 0:00,No damage,AMERICAN AIRLINES,New Jersey,Landing Roll,FALSE,2 MALLARDS,Medium,No Cloud,Mallard,N,0,No
205461,Airplane,DALLAS/FORT WORTH INTL ARPT,SAAB-340,10,None,8/5/2000 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,FALSE,"ON LDG ROLL, BIRD HIT NOSE. REMNANTS FOUND O NOSE, SEVERAL BLADES OF L PROP AND ON LE OF L WING (POSSIBLY A 2ND BIRD) FOUND 4 BIRDS.",Small,No Cloud,Mourning dove,N,0,No
203512,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-767,7,None,8/6/2000 0:00,No damage,DELTA AIR LINES,Kentucky,Approach,FALSE,3 BIRDS RECOVERED AT 0840. PILOT REPTD THE STRIKE,Small,Overcast,Mourning dove,Y,100,Yes
201322,Airplane,MEMPHIS INTL,B-737-300,9,Aborted Take-off,8/6/2000 0:00,Caused damage,UNITED AIRLINES,Tennessee,Take-off run,FALSE,"MINOR DMG TO 1 COMPRESSOR BLADE, MAJOR DMG TO 2 COMPRESSOR BLADES. DMG TO INTERNAL ENG SUPPORTS. METAL PARTS FOUND ON RWY FROM THIS A/C. INGESTION CAUSED UNCONTAINED FAILURE. CREW SHUT ENG DOWN DUE TO VIBRATION DURING TAXI. 5 BADLY BENT FAN BLADES. SECTIO",Small,Some Cloud,Rock pigeon,N,0,Yes
203160,Airplane,GREATER ROCHESTER INTL,A-319,6,None,8/6/2000 0:00,No damage,AMERICAN AIRLINES,New York,Take-off run,FALSE,DATA ENTRY NOTE:  AAL DOES NOT HAVE A319. A/C WAS REPTD AT JETLINK 319.,Small,Overcast,Upland sandpiper,N,0,No
201114,Airplane,BALTIMORE WASH INTL,B-737-300,6,None,8/6/2000 0:00,No damage,US AIRWAYS*,Maryland,Landing Roll,FALSE,"DATA ENTRY NOTE: CAPT REPTD DMG, DISPATCH REPTD NO DMG FOUND.",Small,Overcast,Unknown bird - small,Y,0,Yes
202199,Airplane,PANAMA CITY - BAY COUNTY INTL,SAAB-340,10,Aborted Take-off,8/8/2000 0:00,Caused damage,PINNACLE,Florida,Take-off run,FALSE,BIRD FOUND IN COMPRESSOR. INGESTION. ENG DAMAGED,Small,No Cloud,Mourning dove,N,0,No
201407,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,FOKKER F100,7,None,8/8/2000 0:00,No damage,US AIRWAYS*,Alabama,Landing Roll,FALSE,"HIT 2.  BIRDS REPTD AS CROWS, ASSUME AMERICAN CROWS.",Medium,No Cloud,American crow,Y,0,No
200672,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,B-737-300,4,None,8/9/2000 0:00,No damage,SOUTHWEST AIRLINES,Alabama,Approach,FALSE,,Medium,Some Cloud,Unknown bird - medium,N,100,Yes
208831,Airplane,SAINT HUBERT,HAWKER 1000,7,None,8/10/2000 0:00,No damage,EXECUTIVE JET AVIATION,Quebec,Landing Roll,FALSE,GULLS SIZED BIRDS SCATTERED ABOVE AND BELOW WINDSHLD. NO IMPACTS HEARD. TWR REPTD 2 DEAD BIRDS FOUND ON RWY.,Medium,No Cloud,Unknown bird - medium,N,0,No
201896,Airplane,RALEIGH-DURHAM INTL,B-727-200,10,Aborted Take-off,8/10/2000 0:00,No damage,AMERICAN AIRLINES,North Carolina,Take-off run,FALSE,INITIAL VISUAL INSPN SHOWS NO DMG,Large,Some Cloud,Canada goose,N,0,No
204264,Airplane,DUPAGE AIRPORT,C-172,5,None,8/12/2000 0:00,No damage,BUSINESS,Illinois,Climb,FALSE,HIT WING STRUT,Small,No Cloud,Unknown bird - small,N,150,No
204225,Airplane,DUPAGE AIRPORT,PA-28,6,None,8/12/2000 0:00,No damage,PRIVATELY OWNED,Illinois,Approach,FALSE,"NO VIZ DMG, UNKNOWN WHAT PARTS WERE STRUCK",Small,Some Cloud,Unknown bird - small,N,100,No
202482,Airplane,DALLAS LOVE FIELD ARPT,CL-RJ100/200,5,None,8/13/2000 0:00,No damage,ATLANTIC SOUTHEAST,Texas,Approach,FALSE,BIRDS WERE WHITE/GRAY. SAW ABOUT 20 HIT 2-3.,Small,No Cloud,Unknown bird - small,N,"2,500",No
202464,Airplane,ROANOKE REGIONAL,BE-23 SUNDOWNER,10,None,8/14/2000 0:00,No damage,BUSINESS,Virginia,Landing Roll,FALSE,,Small,No Cloud,Mourning dove,N,0,No
200732,Airplane,LOUISVILLE INTL ARPT,B-737-300,10,None,8/16/2000 0:00,No damage,US AIRWAYS*,Kentucky,Landing Roll,FALSE,,Small,No Cloud,Mourning dove,N,0,Yes
208561,,,BELL-206,7,,,No damage,,Louisiana,,FALSE,TAXI AT 3 FT OK. HELICOPTER,,No Cloud,Rock pigeon,,,
203380,Airplane,EL PASO INTL ARPT,B-737-300,5,None,8/18/2000 0:00,No damage,SOUTHWEST AIRLINES,Texas,Approach,FALSE,HIT CAPT'S WINDSCREEN AND RT WING,Small,Some Cloud,Unknown bird - small,N,100,Yes
200698,Airplane,NEWARK LIBERTY INTL ARPT,B-737-500,7,None,8/19/2000 0:00,No damage,CONTINENTAL AIRLINES,New Jersey,Approach,FALSE,DMG UNKN TO MINIMAL FLT 674. NO CARCASSES FOUND. NO DMG,Small,Some Cloud,Unknown bird - small,N,30,Yes
200664,Airplane,NEWARK LIBERTY INTL ARPT,B-727-200,6,None,8/20/2000 0:00,No damage,AMERICAN AIRLINES,New Jersey,Landing Roll,FALSE,3-4 BIRDS STRUCK. SML AMT OF BLOOD ON LE RT WING. CLEANED.,Small,Some Cloud,Rock pigeon,Y,0,No
200794,Airplane,PANAMA CITY - BAY COUNTY INTL,BE-400 BJET,8,None,8/21/2000 0:00,No damage,BUSINESS,Florida,Climb,FALSE,,Small,Some Cloud,Mourning dove,Y,40,No
204415,Airplane,PALM BEACH INTL,BE-1900,6,Precautionary Landing,8/21/2000 0:00,No damage,BUSINESS,Florida,Take-off run,FALSE,SML BLACK BIRD. NO DMG.,Small,Some Cloud,Unknown bird - small,Y,0,No
207534,Airplane,LEWISTON-NEZ PERCE CO ARPT,DHC8 DASH 8,7,None,8/22/2000 0:00,No damage,HORIZON AIR,Idaho,Approach,FALSE,"SML WHITE BIRDS LESS THAN 7"".MESS ON WINDSHLD.",Small,No Cloud,Unknown bird - small,N,5,No
201872,Airplane,GERALD R FORD INTL,A-319,7,None,8/23/2000 0:00,No damage,NORTHWEST AIRLINES,Michigan,Approach,FALSE,PILOT REPTD STRIKING BIRD AT THRESHOLD OF RWY. NO REMAINS FOUND.,Small,Some Cloud,Unknown bird - small,Y,25,No
204521,Airplane,PHILADELPHIA INTL,B-747-1/200,2,Aborted Take-off,8/23/2000 0:00,Caused damage,EVERGREEN INTL AIRLINES,Pennsylvania,Take-off run,FALSE,HIGH ENERGY REJECTED T/O FROM INGESTION RESULTED IN 9 FLAT TIRES AFTER FUSE PLUGS FLEW FROM OVERHEATING. NUMEROUS SIGHTINGS BY CREWS OF FLOCK OF GEESE FEEDING IN MEDIANS BTWN TWY AND RWYS. ARFF RESPONDED. A/C WAS TOWED TO RAMP. THE ENG WAS PRETTY MUCH A L,Large,Overcast,Canada goose,Y,0,No
201139,Airplane,BLOOMINGTON/NORMAL,BE-90  KING,2,Aborted Take-off,8/23/2000 0:00,No damage,BUSINESS,Illinois,Take-off run,FALSE,,Small,Some Cloud,Mourning dove,N,0,No
200375,Airplane,BLOOMINGTON/NORMAL,SAAB-340,8,Aborted Take-off,8/23/2000 0:00,No damage,MESABA AIRLINES,Illinois,Take-off run,FALSE,"DMG UNKN, NEED TO INSPCT. BORESCOPED. POWER INTERRUPTION JUST AFTER INGESTION. CLEANED DEBRIS.",Small,Some Cloud,Mourning dove,Y,0,No
205933,Airplane,INDIANAPOLIS REGIONAL ARPT,HAWKER 1000,9,None,8/24/2000 0:00,No damage,BUSINESS,Indiana,Approach,FALSE,MANY SML BIRD OVER LENGTH OF RWY AND ADJACENT TO RWY ON GRASS. THEY APPEARED EVERYWHERE AROUND THE ARPT. FOUND FEATHERS STUCK ON UNDERSIDE OF A FLAP.,Small,No Cloud,Unknown bird - small,N,10,No
202578,Airplane,JACKSON EVERS INTL,B-737-300,8,None,8/25/2000 0:00,No damage,SOUTHWEST AIRLINES,Mississippi,Climb,FALSE,FLT 1776,Small,No Cloud,Unknown bird - small,Y,300,Yes
203634,Airplane,NEWARK LIBERTY INTL ARPT,MD-80,10,None,8/25/2000 0:00,No damage,CONTINENTAL AIRLINES,New Jersey,Approach,FALSE,"FLT 1797. (DATA ENTRY NOTE: LANDING GEAR ALSO MARKED, BUT LOOKS LIKE IT WAS CROSSED OFF)",Small,Some Cloud,Rock pigeon,Y,15,No
201828,Airplane,DALLAS LOVE FIELD ARPT,DC-9-30,5,None,8/27/2000 0:00,No damage,LEGEND AIRLINES,Texas,Take-off run,FALSE,HIT ABOUT 3 BIRDS. ATIS WARNING.,Medium,No Cloud,Unknown bird - medium,Y,0,No
200783,Airplane,SAVANNAH INTL,CL-RJ100/200,4,None,8/28/2000 0:00,No damage,COMAIR AIRLINES,Georgia,Landing Roll,FALSE,FLT6053,Small,Some Cloud,Purple martin,Y,0,No
202035,Airplane,VANCOUVER INTL,DHC8 DASH 8,8,None,8/30/2000 0:00,No damage,HORIZON AIR,British Columbia,Approach,FALSE,,Small,Some Cloud,European starling,N,50,No
200560,Airplane,LEHIGH VALLEY INTL,DC-9,3,None,8/30/2000 0:00,No damage,US AIRWAYS*,Pennsylvania,Landing Roll,FALSE,FLT 264 REPTD HITTING 2 BIRDS 1500' DOWN RWY ON LDG. NO BIRDS FOUND BY ARPT PERSONNEL,Medium,Overcast,Unknown bird - medium,N,0,No
204413,Airplane,SALT LAKE CITY INTL,B-727,6,None,9/3/2000 0:00,No damage,DELTA AIR LINES,Utah,Approach,FALSE,HIT A FEW BIRDS ON 3 MI FINAL.  NO DMG REPTD.,Small,No Cloud,Unknown bird - small,N,"1,000",No
202289,Airplane,LOGAN INTL,B-767-200,7,None,9/4/2000 0:00,No damage,DELTA AIR LINES,Massachusetts,Approach,FALSE,HIT MAYBE 3 STARLINGS. UNKN IF DMG,Small,No Cloud,European starling,Y,20,Yes
202074,Airplane,GREATER ROCHESTER INTL,B-727,10,None,9/4/2000 0:00,No damage,DELTA AIR LINES,New York,Landing Roll,FALSE,FLT780. 1540Z. RAIN,Small,Overcast,European starling,N,0,No
202788,Airplane,QUAD CITY ARPT,BA-146,4,None,9/4/2000 0:00,No damage,AIR WISCONSIN AIRLINES,Illinois,Take-off run,FALSE,,Small,Overcast,Unknown bird - small,N,0,No
206920,Airplane,PORT COLUMBUS INTL,DC-9,5,None,9/4/2000 0:00,No damage,NORTHWEST AIRLINES,Ohio,Take-off run,FALSE,HIT A SML FLOCK ON DEPRT ROLL.  FLT 1701,Small,Some Cloud,Brown-headed cowbird,N,0,No
202461,Airplane,TETERBORO AIRPORT,GULFAERO III,2,None,9/5/2000 0:00,No damage,BUSINESS,New Jersey,Take-off run,FALSE,PILOT REPTD THAT SEVERAL SML BIRDS HIT NOSE OF A/C. STARLINGS?,Small,Some Cloud,European starling,N,0,No
205207,Airplane,BALTIMORE WASH INTL,A-320,9,None,9/5/2000 0:00,No damage,UNITED AIRLINES,Maryland,Approach,FALSE,FLT 308. BIRD STRIKE ON FINAL.,Medium,No Cloud,Unknown bird - medium,Y,500,No
201570,Airplane,NASHVILLE INTL,BA-31 JETSTR,7,Aborted Take-off,9/7/2000 0:00,No damage,CCAIR,Tennessee,Take-off run,FALSE,ON & BESIDE RWY. WENT BACK TO GATE FOR INSPN OF A/C.,Small,Overcast,American robin,N,0,No
204351,Airplane,KANSAS CITY INTL,B-737-300,9,None,9/8/2000 0:00,No damage,CONTINENTAL AIRLINES,Missouri,Approach,FALSE,REMOVED 5 MOURNING DOVES FROM RWY. RWY WAS CLOSED FOR REMOVAL. AIRLINE REPTD NO DMG.,Small,Some Cloud,Mourning dove,Y,30,Yes
202351,Airplane,EPPLEY AIRFIELD,B-737-200,2,None,9/8/2000 0:00,No damage,FRONTIER AIRLINES,Nebraska,Approach,FALSE,ATIS WARNING. TIME OUT OF SVC 1.5 HRS.,Small,No Cloud,European starling,Y,200,Yes
204272,Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,BE-300 KING,5,None,9/9/2000 0:00,No damage,BUSINESS,Alabama,Landing Roll,FALSE,"#2 ENG WILL HAVE TO BE CLEANED. BIRD REPTD AS DOVE, ASSUME MOURNING DOVE FROM LOCATION.",Small,Some Cloud,Mourning dove,Y,0,No
201340,Airplane,QUAD CITY ARPT,MU2,3,None,9/10/2000 0:00,No damage,UNKNOWN,Illinois,Landing Roll,FALSE,2 BIRDS HIT. ATIS WARNING.,Medium,Some Cloud,Unknown bird - medium,Y,0,No
204571,Airplane,BOB HOPE ARPT,B-737-300,7,None,9/11/2000 0:00,No damage,UNITED AIRLINES,California,Approach,FALSE,"BIRDS CAME OUT OF THE GRASS TO RT OF RWY AND FLEW ACROSS RWY AS THEY WERE ABOUT TO TOUCH DOWN. NORMAL LDG. POST FLT INSPN FOUND SEVERAL DEAD BIRDS AND A FEW PARTIALS. BIRD STRIKES WERE FOUND ON THE NOSE, TOP OF #1 ENG, COWL #2 ENG AND AROUND #3 ON #4 BRAK",Small,No Cloud,Rock pigeon,N,40,Yes
208477,Airplane,GENERAL MITCHELL INTL,DORNIER,5,None,9/12/2000 0:00,No damage,SKYWAY AIRLINES,Wisconsin,Approach,FALSE,FLT 9101. ATIS WARNING.,Small,No Cloud,Unknown bird - small,Y,"2,500",No
200193,Airplane,LAURENCE G HANSCOM,BE-200 KING,6,None,9/13/2000 0:00,No damage,BUSINESS,Massachusetts,Landing Roll,FALSE,HIT L MAIN LDG GEAR. NO DMG.,Large,No Cloud,Canada goose,N,0,No
202764,Airplane,PEASE INTL TRADEPORT,B-727-200,6,None,9/13/2000 0:00,No damage,PAN AM,New Hampshire,Take-off run,FALSE,PILOT REPTD STRIKE TO ATCT ON DEPTR. BIRDS PUT IN FREEZER FOR ADC AUTOPSY,Small,Some Cloud,Upland sandpiper,Y,0,No
206860,Airplane,CLEVELAND-HOPKINS INTL ARPT,EMB-145,2,None,9/13/2000 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Ohio,Approach,FALSE,ATIS AND NOTAM WARNINGS. 3 MILES FROM RWY. MECH REPTD NO DMG. FLT 4033,Small,No Cloud,Unknown bird - small,Y,"2,200",No
200625,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,10,None,9/15/2000 0:00,No damage,US AIRWAYS*,North Carolina,Approach,FALSE,SMALL BLACK BIRDS,Small,No Cloud,Unknown bird - small,N,150,No
200867,Airplane,FRESNO YOSEMITE INTL,SAAB-340,10,None,9/16/2000 0:00,No damage,AMERICAN EAGLE AIRLINES,California,Approach,FALSE,,Medium,No Cloud,Unknown bird - medium,N,100,No
203468,Airplane,UNIVERSITY PARK ARPT,BA-41 JETSTR,5,None,9/20/2000 0:00,No damage,ATLANTIC COAST AIRLINES,Pennsylvania,Take-off run,FALSE,"NO DMG NOTED ON POSTLFT. # BIRDS STRUCK NOT REPTD, ASSUME SAME AS # SEEN.",Small,Some Cloud,Unknown bird - small,N,0,No
200147,Airplane,SALT LAKE CITY INTL,B-767-300,4,None,9/20/2000 0:00,No damage,DELTA AIR LINES,Utah,Approach,FALSE,"MANY BIG BIRDS. AT LEAST 1 HIT FUSELAGE, A GLANCING BLOW THAT DID NO DMG.",Large,No Cloud,Unknown bird - large,N,100,Yes
202797,Airplane,COLORADO SPRINGS MUNICIPAL,B-737-300,3,None,9/20/2000 0:00,No damage,UNITED AIRLINES,Colorado,Landing Roll,FALSE,BIRDS INGESTED IN #1 AND 2 ENG. INSPN & BORESCOPE.,Small,Some Cloud,Horned lark,N,0,Yes
205344,Airplane,FORT WAYNE INTL,BE-1900,3,None,9/21/2000 0:00,Caused damage,EXPRESSJET (CONTINENTAL EXPRS),Indiana,Approach,FALSE,F/O SAW LRG BIRD PASS IN FRONT OF NOSE. CAPT SAW FLASH AS BIRD REFLECTED OFF LDG LITE. 1 LOUD THUMP HEARD. LANDED 5 MINS LATER. LRG BIRD HIT L ENG BLEED AIR LIP ON INTAKE. BIRD PARTS WENT DOWN INTAKE. SML BIRD HIT L OTBD WING AND PIERCED FUEL TANK. PART O,Large,No Cloud,Unknown bird - large,N,"3,200",No
200688,Airplane,HILO INTL ARPT,DC-9-50,10,None,9/24/2000 0:00,No damage,HAWAIIAN AIR,Hawaii,Approach,FALSE,,Small,No Cloud,Unknown bird - small,N,100,No
204695,Airplane,ORLANDO INTL,B-737-200,2,Precautionary Landing,9/26/2000 0:00,No damage,DELTA AIR LINES,Florida,Take-off run,FALSE,SML BLACK BIRDS. IMMEDIATELY AFTER VI CALL OUT. IMMED SMELL OF DEAD BIRD. NO CHANGES IN A/C PERFORMANCE. CIRCLED TO LAND UNEVENTFULLY.,Small,Some Cloud,Unknown bird - small,Y,0,Yes
205168,Airplane,THEODORE FRANCIS GREEN STATE,SAAB-340,6,None,9/28/2000 0:00,No damage,AMERICAN EAGLE AIRLINES,Rhode Island,Landing Roll,FALSE,SML BLACK BIRDS. FLT 509,Small,Some Cloud,Unknown bird - small,N,0,No
200931,Airplane,KEARNEY MUNICIPAL,BE-1900,3,None,9/28/2000 0:00,No damage,GREAT LAKES AIRLINES,Nebraska,Approach,FALSE,HIT 2 BIRDS.,Small,Some Cloud,Unknown bird - small,N,"2,500",No
213893,Airplane,DETROIT METRO WAYNE COUNTY ARPT,A-310,6,None,9/28/2000 0:00,No damage,FEDEX EXPRESS,Michigan,Take-off run,TRUE,NOTAM WARNING. 3 CARCASSES RECOVERED. AIRLINE HAS NO RECORD OF THIS STIRKE. ID BY ARPT OPS.,Large,No Cloud,Mute swan,Y,0,No
206536,Airplane,NEWARK LIBERTY INTL ARPT,B-727,4,None,9/29/2000 0:00,No damage,FEDEX EXPRESS,New Jersey,Approach,FALSE,2 BIRD STRIKES IN RAPID SUCCESSION ABOVE FO'S #4 & #5 WINDOWS,Medium,No Cloud,Unknown bird - medium,N,"1,400",No
200479,Airplane,TOCUMEN INTL,B-727-200,8,None,10/1/2000 0:00,No damage,AMERICAN AIRLINES,N/A,Approach,FALSE,FLT 977,Small,Some Cloud,Unknown bird - small,Y,150,No
214147,Airplane,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,8,None,10/2/2000 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,FALSE,,Medium,No Cloud,Unknown bird - medium,N,20,No
202348,Airplane,WASHINGTON DULLES INTL ARPT,CL-RJ100/200,3,None,10/3/2000 0:00,No damage,ATLANTIC COAST AIRLINES,DC,Approach,FALSE,"SML, DARK BIRDS. ATIS WARNING. FLT 766. (DATA ENTRY NOTE: CAPT'S REPT SHOWED NO DMG, OTHER REPT HAD NOSE CHECKED FOR DMG.)",Small,No Cloud,Unknown bird - small,Y,100,No
200048,Airplane,NASHVILLE INTL,CITATION II,9,None,10/4/2000 0:00,No damage,BUSINESS,Tennessee,Approach,FALSE,,Small,No Cloud,European starling,N,"2,000",No
200403,Airplane,LOGAN INTL,A-320,9,None,10/5/2000 0:00,No damage,UNITED AIRLINES,Massachusetts,Take-off run,FALSE,STRUCK SEVERAL BIRDS. CLEANED AREAS. INSPN. 3 BIRDS FOUND ON RWY 9.,Small,Overcast,Unknown bird - small,Y,0,No
202758,Airplane,BURKE LAKEFRONT,C-560,3,None,10/5/2000 0:00,No damage,BUSINESS,Ohio,Landing Roll,FALSE,,Medium,Overcast,Herring gull,Y,0,No
204244,Airplane,DALLAS/FORT WORTH INTL ARPT,FOKKER F100,6,None,10/6/2000 0:00,No damage,AMERICAN AIRLINES,Texas,Approach,FALSE,,Medium,Some Cloud,Unknown bird - medium,Y,400,No
